sensor_id,timestamp,temperature,humidity,pressure,location,battery_level,signal_strength
SENSOR_098,2025-12-02 18:27:02,40.97,48.61,1029.33,Building_A,47.4,-32
SENSOR_029,2025-12-02 18:26:57,-2.5,49.32,1027.85,Outdoor,29.5,-82
SENSOR_039,2025-12-02 18:26:52,27.25,88.56,1027.7,Warehouse_1,95.7,-99
SENSOR_071,2025-12-02 18:26:47,38.11,30.6,982.51,Outdoor,59.7,-32
SENSOR_071,2025-12-02 18:26:42,42.08,42.85,1024.9,Warehouse_1,21.2,-35
SENSOR_019,2025-12-02 18:26:37,-1.15,36.56,1030.08,Building_B,11.5,-94
SENSOR_097,2025-12-02 18:26:32,41.28,94.57,1007.68,Outdoor,7.3,-92
SENSOR_033,2025-12-02 18:26:27,-4.6,74.42,1009.23,Warehouse_1,35.7,-70
SENSOR_013,2025-12-02 18:26:22,5.68,25.24,991.61,Factory_Floor,45.1,-61
SENSOR_089,2025-12-02 18:26:17,22.13,62.42,1001.87,Warehouse_1,95.9,-79
SENSOR_001,2025-12-02 18:26:12,7.23,78.92,1022.73,Factory_Floor,27.7,-54
SENSOR_018,2025-12-02 18:26:07,27.38,44.87,1008.8,Factory_Floor,35.9,-61
SENSOR_063,2025-12-02 18:26:02,20.34,33.18,1016.4,Warehouse_1,85.9,-83
SENSOR_069,2025-12-02 18:25:57,0.8,75.02,1017.6,Building_A,89.2,-36
SENSOR_081,2025-12-02 18:25:52,-8.28,63.64,1004.31,Outdoor,21.3,-96
SENSOR_071,2025-12-02 18:25:47,4.33,87.05,1012.38,Building_B,36.6,-72
SENSOR_099,2025-12-02 18:25:42,22.43,84.29,988.03,Outdoor,51.0,-50
SENSOR_047,2025-12-02 18:25:37,17.62,69.7,1030.88,Outdoor,68.4,-35
SENSOR_018,2025-12-02 18:25:32,14.54,33.44,1036.92,Building_B,73.6,-39
SENSOR_046,2025-12-02 18:25:27,-7.78,77.11,993.9,Warehouse_1,36.9,-95
SENSOR_086,2025-12-02 18:25:22,1.37,88.08,1001.68,Factory_Floor,91.8,-95
SENSOR_006,2025-12-02 18:25:17,43.93,44.31,1022.22,Outdoor,63.4,-65
SENSOR_095,2025-12-02 18:25:12,4.48,60.83,990.43,Factory_Floor,36.5,-91
SENSOR_067,2025-12-02 18:25:07,3.84,92.95,993.37,Factory_Floor,35.3,-56
SENSOR_063,2025-12-02 18:25:02,33.6,86.54,980.4,Building_B,44.0,-71
SENSOR_010,2025-12-02 18:24:57,18.3,41.06,989.01,Building_B,36.2,-85
SENSOR_085,2025-12-02 18:24:52,2.67,80.84,1023.22,Factory_Floor,67.5,-39
SENSOR_027,2025-12-02 18:24:47,22.49,68.54,1004.65,Building_B,4.3,-80
SENSOR_018,2025-12-02 18:24:42,24.62,22.94,1014.34,Building_A,16.6,-77
SENSOR_067,2025-12-02 18:24:37,42.7,64.95,1013.82,Building_A,87.9,-64
SENSOR_011,2025-12-02 18:24:32,1.91,65.49,1008.28,Factory_Floor,17.1,-48
SENSOR_077,2025-12-02 18:24:27,-2.15,63.7,1026.05,Outdoor,66.0,-67
SENSOR_022,2025-12-02 18:24:22,29.83,45.7,1007.21,Outdoor,6.9,-52
SENSOR_050,2025-12-02 18:24:17,-2.73,21.24,1011.36,Outdoor,68.4,-81
SENSOR_078,2025-12-02 18:24:12,-4.7,55.69,1016.88,Building_A,87.8,-32
SENSOR_065,2025-12-02 18:24:07,31.38,26.99,1019.56,Outdoor,53.9,-100
SENSOR_100,2025-12-02 18:24:02,27.32,52.36,1005.24,Building_A,69.8,-46
SENSOR_030,2025-12-02 18:23:57,41.61,56.16,1026.12,Warehouse_1,58.9,-88
SENSOR_055,2025-12-02 18:23:52,-2.64,55.79,993.95,Building_A,28.3,-31
SENSOR_053,2025-12-02 18:23:47,4.18,20.41,1024.62,Building_A,57.8,-85
SENSOR_067,2025-12-02 18:23:42,-9.6,69.09,1021.27,Warehouse_1,40.9,-87
SENSOR_020,2025-12-02 18:23:37,13.43,63.9,995.68,Outdoor,42.4,-54
SENSOR_079,2025-12-02 18:23:32,5.16,71.05,1025.3,Factory_Floor,55.2,-39
SENSOR_023,2025-12-02 18:23:27,10.36,61.62,995.23,Warehouse_1,57.8,-50
SENSOR_095,2025-12-02 18:23:22,-2.41,84.79,987.15,Building_B,44.7,-80
SENSOR_013,2025-12-02 18:23:17,1.8,50.04,1000.31,Outdoor,61.4,-94
SENSOR_021,2025-12-02 18:23:12,11.4,67.69,1028.26,Building_B,47.2,-45
SENSOR_012,2025-12-02 18:23:07,-6.48,36.63,984.8,Building_A,72.4,-49
SENSOR_079,2025-12-02 18:23:02,26.09,41.49,1037.81,Building_A,94.6,-78
SENSOR_082,2025-12-02 18:22:57,17.19,20.8,1031.03,Outdoor,28.6,-96
SENSOR_077,2025-12-02 18:22:52,18.08,72.38,1016.91,Building_A,36.0,-100
SENSOR_021,2025-12-02 18:22:47,-5.22,40.7,1003.97,Factory_Floor,40.5,-75
SENSOR_067,2025-12-02 18:22:42,-9.15,72.77,1035.15,Outdoor,28.4,-56
SENSOR_045,2025-12-02 18:22:37,42.98,40.74,1016.38,Building_B,45.5,-49
SENSOR_074,2025-12-02 18:22:32,-9.74,33.13,1010.37,Outdoor,7.2,-63
SENSOR_044,2025-12-02 18:22:27,42.09,80.22,1037.4,Outdoor,81.3,-68
SENSOR_089,2025-12-02 18:22:22,14.35,48.28,1009.02,Building_B,75.7,-42
SENSOR_088,2025-12-02 18:22:17,15.34,64.01,981.64,Building_A,25.8,-52
SENSOR_082,2025-12-02 18:22:12,33.38,36.53,1022.07,Warehouse_1,41.2,-55
SENSOR_067,2025-12-02 18:22:07,19.46,72.56,995.8,Warehouse_1,9.3,-57
SENSOR_010,2025-12-02 18:22:02,20.5,33.39,998.83,Building_B,89.4,-66
SENSOR_024,2025-12-02 18:21:57,42.09,71.23,1034.6,Factory_Floor,73.7,-70
SENSOR_095,2025-12-02 18:21:52,3.31,39.91,993.75,Building_B,83.6,-55
SENSOR_020,2025-12-02 18:21:47,32.84,28.99,984.71,Factory_Floor,61.4,-31
SENSOR_006,2025-12-02 18:21:42,36.64,47.84,998.93,Outdoor,86.9,-38
SENSOR_024,2025-12-02 18:21:37,44.14,88.7,996.82,Building_B,75.0,-84
SENSOR_007,2025-12-02 18:21:32,18.92,51.74,1036.38,Building_A,50.2,-50
SENSOR_088,2025-12-02 18:21:27,32.67,54.29,987.22,Outdoor,46.0,-99
SENSOR_002,2025-12-02 18:21:22,27.08,48.46,986.04,Warehouse_1,61.3,-67
SENSOR_024,2025-12-02 18:21:17,20.17,37.79,1008.28,Outdoor,34.3,-77
SENSOR_064,2025-12-02 18:21:12,13.32,51.43,1025.13,Warehouse_1,85.4,-65
SENSOR_058,2025-12-02 18:21:07,-0.11,29.84,1014.55,Building_B,81.4,-66
SENSOR_031,2025-12-02 18:21:02,20.54,84.22,991.76,Building_B,47.3,-99
SENSOR_023,2025-12-02 18:20:57,13.18,30.09,1033.6,Outdoor,53.4,-60
SENSOR_063,2025-12-02 18:20:52,6.5,62.16,1014.07,Factory_Floor,9.9,-80
SENSOR_008,2025-12-02 18:20:47,1.85,39.07,1030.34,Building_A,45.0,-58
SENSOR_034,2025-12-02 18:20:42,9.85,62.03,1035.91,Warehouse_1,34.4,-48
SENSOR_016,2025-12-02 18:20:37,9.31,70.97,1016.33,Outdoor,57.6,-32
SENSOR_023,2025-12-02 18:20:32,43.87,41.35,999.51,Outdoor,48.7,-43
SENSOR_011,2025-12-02 18:20:27,10.96,41.49,1017.9,Building_B,86.8,-57
SENSOR_054,2025-12-02 18:20:22,24.72,62.87,1030.93,Building_A,7.9,-57
SENSOR_030,2025-12-02 18:20:17,7.24,68.98,1022.63,Outdoor,64.5,-66
SENSOR_057,2025-12-02 18:20:12,32.95,90.41,1024.87,Outdoor,96.6,-48
SENSOR_022,2025-12-02 18:20:07,0.11,21.73,1023.67,Warehouse_1,94.0,-90
SENSOR_027,2025-12-02 18:20:02,-0.82,27.73,983.83,Factory_Floor,54.8,-97
SENSOR_099,2025-12-02 18:19:57,11.84,77.37,985.0,Warehouse_1,61.8,-90
SENSOR_084,2025-12-02 18:19:52,41.24,49.24,993.76,Warehouse_1,44.3,-84
SENSOR_017,2025-12-02 18:19:47,18.97,32.8,982.11,Warehouse_1,86.0,-59
SENSOR_061,2025-12-02 18:19:42,15.7,85.32,1036.09,Outdoor,44.5,-31
SENSOR_023,2025-12-02 18:19:37,22.5,54.24,1024.93,Outdoor,43.5,-32
SENSOR_040,2025-12-02 18:19:32,39.99,56.12,993.63,Building_A,44.2,-54
SENSOR_053,2025-12-02 18:19:27,4.29,42.77,980.01,Building_B,34.4,-40
SENSOR_069,2025-12-02 18:19:22,-9.54,89.16,1036.82,Factory_Floor,30.0,-45
SENSOR_038,2025-12-02 18:19:17,22.84,79.76,1012.89,Building_B,41.2,-45
SENSOR_051,2025-12-02 18:19:12,3.74,73.62,1018.76,Factory_Floor,22.1,-90
SENSOR_055,2025-12-02 18:19:07,24.39,58.75,1028.0,Outdoor,80.8,-66
SENSOR_037,2025-12-02 18:19:02,25.67,59.9,996.13,Building_B,85.3,-77
SENSOR_018,2025-12-02 18:18:57,5.93,67.77,1017.06,Warehouse_1,70.0,-38
SENSOR_025,2025-12-02 18:18:52,7.64,31.41,1038.18,Building_A,18.6,-87
SENSOR_037,2025-12-02 18:18:47,4.81,73.64,1023.63,Building_B,9.0,-99
SENSOR_064,2025-12-02 18:18:42,1.95,51.52,1027.14,Factory_Floor,99.8,-41
SENSOR_090,2025-12-02 18:18:37,33.53,44.77,1030.61,Building_B,5.6,-50
SENSOR_010,2025-12-02 18:18:32,19.88,33.62,1033.74,Warehouse_1,81.7,-99
SENSOR_016,2025-12-02 18:18:27,43.6,73.6,1003.09,Factory_Floor,24.7,-96
SENSOR_026,2025-12-02 18:18:22,15.35,77.82,1011.27,Building_B,47.3,-61
SENSOR_042,2025-12-02 18:18:17,-1.28,74.62,1024.68,Outdoor,52.1,-68
SENSOR_062,2025-12-02 18:18:12,25.12,34.9,1033.25,Building_B,97.3,-70
SENSOR_082,2025-12-02 18:18:07,13.88,21.13,1027.66,Outdoor,12.0,-69
SENSOR_002,2025-12-02 18:18:02,43.29,63.58,1021.45,Outdoor,15.5,-89
SENSOR_032,2025-12-02 18:17:57,-1.33,26.86,1017.12,Building_A,6.0,-81
SENSOR_090,2025-12-02 18:17:52,19.5,28.05,1009.27,Warehouse_1,98.2,-56
SENSOR_057,2025-12-02 18:17:47,30.33,21.6,1002.67,Building_B,25.1,-95
SENSOR_063,2025-12-02 18:17:42,28.86,61.93,1012.56,Factory_Floor,19.0,-77
SENSOR_070,2025-12-02 18:17:37,9.12,74.93,996.52,Outdoor,91.4,-30
SENSOR_021,2025-12-02 18:17:32,-6.21,31.63,997.74,Warehouse_1,54.2,-42
SENSOR_001,2025-12-02 18:17:27,32.68,57.95,1024.02,Building_A,62.0,-54
SENSOR_100,2025-12-02 18:17:22,24.11,44.05,983.8,Outdoor,81.9,-76
SENSOR_068,2025-12-02 18:17:17,27.58,77.43,989.25,Warehouse_1,32.3,-59
SENSOR_015,2025-12-02 18:17:12,-4.71,69.42,982.63,Building_B,17.9,-96
SENSOR_026,2025-12-02 18:17:07,-4.11,34.37,981.91,Factory_Floor,65.8,-33
SENSOR_080,2025-12-02 18:17:02,28.57,39.2,1001.98,Outdoor,71.8,-99
SENSOR_027,2025-12-02 18:16:57,26.07,89.63,1029.92,Factory_Floor,80.1,-93
SENSOR_047,2025-12-02 18:16:52,20.69,90.37,1004.96,Warehouse_1,79.4,-93
SENSOR_079,2025-12-02 18:16:47,4.62,23.05,984.22,Warehouse_1,7.8,-73
SENSOR_067,2025-12-02 18:16:42,-4.66,74.39,1011.9,Building_B,19.3,-69
SENSOR_073,2025-12-02 18:16:37,24.39,33.42,1024.95,Factory_Floor,74.6,-55
SENSOR_087,2025-12-02 18:16:32,15.23,69.89,1032.97,Building_B,79.2,-30
SENSOR_052,2025-12-02 18:16:27,17.76,69.31,1012.03,Outdoor,44.3,-55
SENSOR_041,2025-12-02 18:16:22,20.25,94.76,1030.69,Factory_Floor,76.4,-45
SENSOR_093,2025-12-02 18:16:17,7.79,38.05,1012.74,Factory_Floor,76.6,-68
SENSOR_047,2025-12-02 18:16:12,42.89,53.56,1003.83,Building_A,98.3,-98
SENSOR_067,2025-12-02 18:16:07,-2.57,86.77,980.39,Building_B,21.5,-60
SENSOR_003,2025-12-02 18:16:02,32.43,90.75,1029.34,Outdoor,51.1,-81
SENSOR_013,2025-12-02 18:15:57,-7.92,46.67,988.3,Warehouse_1,89.0,-69
SENSOR_030,2025-12-02 18:15:52,4.09,42.52,1014.23,Outdoor,91.8,-91
SENSOR_093,2025-12-02 18:15:47,7.86,56.19,1009.3,Outdoor,82.0,-88
SENSOR_077,2025-12-02 18:15:42,25.32,22.8,1028.5,Factory_Floor,7.8,-93
SENSOR_099,2025-12-02 18:15:37,8.39,85.98,1006.06,Building_A,87.0,-71
SENSOR_096,2025-12-02 18:15:32,25.9,65.17,980.69,Factory_Floor,5.4,-33
SENSOR_006,2025-12-02 18:15:27,7.56,62.37,999.61,Building_B,15.3,-50
SENSOR_058,2025-12-02 18:15:22,31.41,63.14,985.4,Factory_Floor,29.0,-50
SENSOR_019,2025-12-02 18:15:17,-2.73,26.19,1014.29,Building_A,54.8,-67
SENSOR_011,2025-12-02 18:15:12,11.92,52.59,1021.87,Building_B,48.1,-75
SENSOR_063,2025-12-02 18:15:07,11.74,62.85,1013.67,Outdoor,24.6,-91
SENSOR_035,2025-12-02 18:15:02,32.72,44.26,1035.45,Building_A,11.3,-48
SENSOR_055,2025-12-02 18:14:57,10.09,34.29,1000.67,Building_A,77.0,-79
SENSOR_045,2025-12-02 18:14:52,23.89,94.26,1006.53,Building_B,44.0,-71
SENSOR_026,2025-12-02 18:14:47,27.69,31.7,1023.71,Building_A,11.2,-94
SENSOR_032,2025-12-02 18:14:42,42.19,89.5,1032.13,Warehouse_1,1.4,-86
SENSOR_040,2025-12-02 18:14:37,14.75,21.71,992.54,Outdoor,21.2,-31
SENSOR_067,2025-12-02 18:14:32,31.27,61.16,1017.38,Building_B,69.5,-98
SENSOR_049,2025-12-02 18:14:27,22.07,69.76,982.61,Building_B,6.0,-75
SENSOR_090,2025-12-02 18:14:22,23.99,23.98,1019.29,Building_A,6.7,-66
SENSOR_085,2025-12-02 18:14:17,36.86,69.51,1031.86,Building_A,29.2,-51
SENSOR_030,2025-12-02 18:14:12,43.89,58.14,1022.58,Warehouse_1,48.5,-32
SENSOR_012,2025-12-02 18:14:07,0.25,57.55,1007.48,Building_A,4.0,-33
SENSOR_040,2025-12-02 18:14:02,8.35,49.5,989.42,Warehouse_1,68.4,-55
SENSOR_081,2025-12-02 18:13:57,6.63,94.7,1038.72,Warehouse_1,81.2,-68
SENSOR_050,2025-12-02 18:13:52,38.97,81.11,981.77,Outdoor,94.9,-72
SENSOR_020,2025-12-02 18:13:47,8.8,49.46,988.24,Factory_Floor,52.1,-71
SENSOR_054,2025-12-02 18:13:42,3.22,31.46,1038.23,Outdoor,32.9,-31
SENSOR_017,2025-12-02 18:13:37,1.37,30.39,1012.48,Building_B,86.3,-61
SENSOR_089,2025-12-02 18:13:32,28.78,59.29,988.12,Building_B,65.6,-80
SENSOR_041,2025-12-02 18:13:27,-6.27,59.97,1023.17,Building_B,31.8,-82
SENSOR_094,2025-12-02 18:13:22,-8.38,43.9,1038.37,Factory_Floor,30.3,-65
SENSOR_020,2025-12-02 18:13:17,32.85,28.01,991.08,Outdoor,61.7,-71
SENSOR_077,2025-12-02 18:13:12,2.77,71.55,1001.56,Factory_Floor,13.4,-40
SENSOR_092,2025-12-02 18:13:07,25.73,33.8,1003.25,Factory_Floor,13.8,-76
SENSOR_029,2025-12-02 18:13:02,-8.23,77.34,980.9,Warehouse_1,95.0,-72
SENSOR_096,2025-12-02 18:12:57,26.92,35.21,992.27,Building_B,92.7,-44
SENSOR_079,2025-12-02 18:12:52,16.95,44.37,1007.45,Building_B,42.8,-95
SENSOR_078,2025-12-02 18:12:47,30.44,48.53,998.77,Outdoor,93.9,-32
SENSOR_068,2025-12-02 18:12:42,25.28,72.81,982.31,Building_A,45.2,-95
SENSOR_032,2025-12-02 18:12:37,18.53,49.67,1024.11,Outdoor,38.7,-94
SENSOR_025,2025-12-02 18:12:32,6.01,49.85,998.27,Warehouse_1,46.1,-46
SENSOR_038,2025-12-02 18:12:27,23.72,24.09,1011.02,Building_B,46.4,-43
SENSOR_012,2025-12-02 18:12:22,29.75,28.49,1026.72,Outdoor,13.5,-48
SENSOR_042,2025-12-02 18:12:17,14.8,33.42,1015.42,Building_B,88.3,-89
SENSOR_033,2025-12-02 18:12:12,7.82,68.64,1022.69,Building_B,71.8,-85
SENSOR_012,2025-12-02 18:12:07,-3.72,53.7,1001.78,Outdoor,70.7,-35
SENSOR_079,2025-12-02 18:12:02,42.24,48.4,1002.84,Building_B,91.2,-81
SENSOR_021,2025-12-02 18:11:57,37.79,33.42,1022.72,Factory_Floor,30.8,-43
SENSOR_037,2025-12-02 18:11:52,24.45,28.82,987.89,Building_B,0.4,-68
SENSOR_002,2025-12-02 18:11:47,15.23,84.16,1012.61,Building_A,60.8,-37
SENSOR_031,2025-12-02 18:11:42,1.93,69.46,1007.22,Factory_Floor,7.9,-100
SENSOR_032,2025-12-02 18:11:37,38.52,40.86,1017.72,Building_B,4.9,-82
SENSOR_008,2025-12-02 18:11:32,25.93,22.75,1031.23,Outdoor,83.8,-62
SENSOR_043,2025-12-02 18:11:27,40.62,23.68,1005.02,Building_B,16.1,-64
SENSOR_079,2025-12-02 18:11:22,26.35,72.49,1014.34,Outdoor,17.7,-42
SENSOR_096,2025-12-02 18:11:17,21.84,89.86,985.59,Warehouse_1,32.3,-52
SENSOR_009,2025-12-02 18:11:12,31.71,83.25,983.9,Factory_Floor,13.5,-65
SENSOR_043,2025-12-02 18:11:07,18.99,59.35,1021.75,Outdoor,5.8,-33
SENSOR_012,2025-12-02 18:11:02,16.6,71.65,1036.03,Warehouse_1,42.7,-60
SENSOR_034,2025-12-02 18:10:57,18.9,94.63,1001.23,Building_B,61.4,-37
SENSOR_067,2025-12-02 18:10:52,30.11,57.33,1028.48,Outdoor,23.3,-63
SENSOR_025,2025-12-02 18:10:47,-9.91,21.8,1017.53,Building_A,73.7,-74
SENSOR_079,2025-12-02 18:10:42,44.94,51.05,1000.03,Outdoor,80.6,-73
SENSOR_002,2025-12-02 18:10:37,25.23,71.75,995.27,Building_A,30.8,-36
SENSOR_071,2025-12-02 18:10:32,7.82,20.46,1021.15,Warehouse_1,39.6,-97
SENSOR_023,2025-12-02 18:10:27,0.67,82.54,1035.34,Factory_Floor,91.6,-96
SENSOR_083,2025-12-02 18:10:22,-2.53,31.65,1007.64,Outdoor,89.6,-41
SENSOR_053,2025-12-02 18:10:17,41.03,24.2,1011.26,Outdoor,72.5,-60
SENSOR_072,2025-12-02 18:10:12,19.47,35.62,1021.13,Warehouse_1,6.6,-81
SENSOR_036,2025-12-02 18:10:07,36.24,45.44,1002.51,Outdoor,84.2,-51
SENSOR_024,2025-12-02 18:10:02,22.74,84.84,1025.09,Warehouse_1,71.0,-66
SENSOR_053,2025-12-02 18:09:57,-5.23,85.78,1002.3,Warehouse_1,21.6,-62
SENSOR_023,2025-12-02 18:09:52,-3.83,78.87,1026.67,Building_A,44.4,-97
SENSOR_062,2025-12-02 18:09:47,39.77,31.56,1000.41,Factory_Floor,73.2,-33
SENSOR_040,2025-12-02 18:09:42,32.65,30.75,1032.31,Outdoor,67.7,-84
SENSOR_027,2025-12-02 18:09:37,29.85,54.45,1022.82,Outdoor,11.6,-61
SENSOR_006,2025-12-02 18:09:32,27.79,64.57,985.22,Factory_Floor,88.9,-87
SENSOR_067,2025-12-02 18:09:27,32.14,75.92,981.35,Warehouse_1,63.9,-74
SENSOR_042,2025-12-02 18:09:22,1.03,41.49,1011.94,Factory_Floor,67.1,-66
SENSOR_020,2025-12-02 18:09:17,-1.34,28.58,1037.5,Outdoor,51.4,-74
SENSOR_070,2025-12-02 18:09:12,9.27,43.89,988.49,Warehouse_1,57.4,-79
SENSOR_010,2025-12-02 18:09:07,7.13,86.92,1012.43,Building_A,13.0,-40
SENSOR_087,2025-12-02 18:09:02,-7.22,48.77,985.17,Factory_Floor,17.9,-43
SENSOR_079,2025-12-02 18:08:57,9.56,44.92,991.89,Outdoor,7.9,-41
SENSOR_073,2025-12-02 18:08:52,-2.75,80.96,1035.18,Factory_Floor,9.7,-61
SENSOR_088,2025-12-02 18:08:47,25.44,77.49,1008.23,Building_B,14.4,-67
SENSOR_047,2025-12-02 18:08:42,11.56,72.47,1019.91,Warehouse_1,45.3,-97
SENSOR_009,2025-12-02 18:08:37,16.14,46.36,1007.67,Building_B,28.2,-56
SENSOR_078,2025-12-02 18:08:32,21.61,58.1,1004.34,Building_A,32.6,-91
SENSOR_039,2025-12-02 18:08:27,19.3,50.06,1004.81,Outdoor,24.4,-80
SENSOR_062,2025-12-02 18:08:22,11.11,45.55,1028.83,Outdoor,43.1,-45
SENSOR_073,2025-12-02 18:08:17,33.3,60.84,994.17,Building_A,73.9,-38
SENSOR_015,2025-12-02 18:08:12,22.57,54.72,1013.31,Factory_Floor,17.6,-49
SENSOR_009,2025-12-02 18:08:07,22.9,71.41,1015.78,Factory_Floor,32.7,-93
SENSOR_012,2025-12-02 18:08:02,1.97,30.42,1014.85,Building_A,75.7,-81
SENSOR_058,2025-12-02 18:07:57,19.22,49.25,1014.68,Building_B,20.6,-60
SENSOR_039,2025-12-02 18:07:52,21.37,88.49,998.27,Factory_Floor,71.8,-56
SENSOR_012,2025-12-02 18:07:47,22.05,65.86,1010.63,Building_B,85.3,-93
SENSOR_048,2025-12-02 18:07:42,39.56,92.59,980.05,Outdoor,82.1,-55
SENSOR_015,2025-12-02 18:07:37,37.37,84.93,994.11,Outdoor,39.4,-60
SENSOR_092,2025-12-02 18:07:32,11.05,48.62,1012.71,Building_B,47.5,-76
SENSOR_072,2025-12-02 18:07:27,11.15,89.34,1030.4,Building_B,28.8,-84
SENSOR_018,2025-12-02 18:07:22,-9.36,68.63,988.64,Factory_Floor,65.8,-83
SENSOR_011,2025-12-02 18:07:17,-2.45,80.45,1031.61,Outdoor,93.0,-77
SENSOR_059,2025-12-02 18:07:12,18.02,61.4,1007.0,Warehouse_1,22.6,-46
SENSOR_078,2025-12-02 18:07:07,-9.59,57.36,1023.85,Outdoor,26.9,-31
SENSOR_074,2025-12-02 18:07:02,10.18,93.37,1014.09,Warehouse_1,11.3,-39
SENSOR_089,2025-12-02 18:06:57,-5.6,74.76,1011.58,Warehouse_1,46.5,-90
SENSOR_067,2025-12-02 18:06:52,38.95,26.63,1008.35,Building_A,68.4,-31
SENSOR_075,2025-12-02 18:06:47,7.19,23.96,1000.61,Building_A,46.9,-35
SENSOR_061,2025-12-02 18:06:42,21.57,44.86,1001.17,Warehouse_1,28.9,-96
SENSOR_089,2025-12-02 18:06:37,40.76,76.21,1023.62,Outdoor,26.0,-40
SENSOR_075,2025-12-02 18:06:32,-0.7,23.87,1039.42,Outdoor,2.7,-38
SENSOR_011,2025-12-02 18:06:27,-3.02,25.76,1027.03,Warehouse_1,13.3,-65
SENSOR_036,2025-12-02 18:06:22,37.18,21.07,986.69,Building_B,91.0,-81
SENSOR_085,2025-12-02 18:06:17,14.57,80.59,995.68,Building_B,48.5,-33
SENSOR_005,2025-12-02 18:06:12,8.86,26.33,988.7,Building_B,83.8,-48
SENSOR_099,2025-12-02 18:06:07,11.07,69.55,1023.56,Building_B,21.1,-56
SENSOR_007,2025-12-02 18:06:02,25.32,76.66,986.96,Building_B,46.4,-40
SENSOR_039,2025-12-02 18:05:57,16.19,91.12,1035.35,Building_B,38.0,-51
SENSOR_061,2025-12-02 18:05:52,4.44,59.78,1006.08,Warehouse_1,92.7,-43
SENSOR_049,2025-12-02 18:05:47,27.32,92.13,1020.97,Building_A,9.7,-32
SENSOR_082,2025-12-02 18:05:42,9.46,83.32,1016.63,Warehouse_1,33.5,-66
SENSOR_013,2025-12-02 18:05:37,4.04,63.81,1007.67,Building_B,73.4,-76
SENSOR_067,2025-12-02 18:05:32,8.56,71.77,990.79,Outdoor,1.1,-99
SENSOR_009,2025-12-02 18:05:27,-9.34,27.33,986.23,Factory_Floor,35.2,-64
SENSOR_033,2025-12-02 18:05:22,0.62,21.78,985.52,Outdoor,65.7,-73
SENSOR_077,2025-12-02 18:05:17,25.09,73.11,987.2,Outdoor,13.0,-77
SENSOR_015,2025-12-02 18:05:12,28.26,39.0,1008.02,Building_A,63.9,-65
SENSOR_099,2025-12-02 18:05:07,13.48,87.75,1026.19,Warehouse_1,25.7,-91
SENSOR_036,2025-12-02 18:05:02,32.74,48.71,999.96,Building_A,25.8,-67
SENSOR_023,2025-12-02 18:04:57,14.23,56.88,1035.72,Outdoor,39.3,-38
SENSOR_014,2025-12-02 18:04:52,-2.09,77.65,993.1,Building_A,91.3,-67
SENSOR_014,2025-12-02 18:04:47,-8.08,25.28,1023.65,Factory_Floor,1.9,-37
SENSOR_020,2025-12-02 18:04:42,25.91,20.07,982.27,Factory_Floor,26.6,-58
SENSOR_051,2025-12-02 18:04:37,21.61,58.65,1036.39,Factory_Floor,47.8,-49
SENSOR_094,2025-12-02 18:04:32,32.95,78.9,1012.41,Building_A,38.4,-39
SENSOR_016,2025-12-02 18:04:27,21.2,90.13,1001.54,Warehouse_1,40.1,-89
SENSOR_047,2025-12-02 18:04:22,19.4,92.07,984.83,Factory_Floor,76.0,-63
SENSOR_083,2025-12-02 18:04:17,1.17,61.59,1038.05,Building_B,29.9,-51
SENSOR_014,2025-12-02 18:04:12,24.68,46.94,985.09,Factory_Floor,73.5,-83
SENSOR_005,2025-12-02 18:04:07,0.62,73.98,1015.58,Factory_Floor,38.9,-31
SENSOR_083,2025-12-02 18:04:02,6.93,60.05,1030.06,Factory_Floor,96.7,-98
SENSOR_005,2025-12-02 18:03:57,8.66,45.33,1023.26,Factory_Floor,11.8,-34
SENSOR_059,2025-12-02 18:03:52,41.7,85.27,1012.19,Outdoor,23.3,-91
SENSOR_005,2025-12-02 18:03:47,30.45,56.67,981.14,Outdoor,4.6,-84
SENSOR_002,2025-12-02 18:03:42,-0.53,23.75,998.44,Building_A,45.6,-79
SENSOR_076,2025-12-02 18:03:37,-6.48,81.31,986.85,Outdoor,79.9,-72
SENSOR_009,2025-12-02 18:03:32,34.24,51.97,1028.69,Factory_Floor,32.4,-31
SENSOR_018,2025-12-02 18:03:27,7.69,92.35,992.79,Building_A,59.3,-58
SENSOR_009,2025-12-02 18:03:22,-3.36,30.59,1004.91,Warehouse_1,55.3,-44
SENSOR_032,2025-12-02 18:03:17,40.91,23.05,986.0,Outdoor,37.6,-80
SENSOR_003,2025-12-02 18:03:12,38.38,26.05,980.43,Building_A,70.7,-64
SENSOR_054,2025-12-02 18:03:07,28.14,79.42,1008.56,Building_B,20.6,-66
SENSOR_067,2025-12-02 18:03:02,14.77,37.94,990.47,Building_A,59.6,-37
SENSOR_079,2025-12-02 18:02:57,42.27,67.04,1026.95,Warehouse_1,41.9,-70
SENSOR_025,2025-12-02 18:02:52,-3.54,59.76,985.74,Warehouse_1,86.3,-31
SENSOR_065,2025-12-02 18:02:47,2.06,77.77,1019.56,Warehouse_1,5.3,-86
SENSOR_020,2025-12-02 18:02:42,27.69,92.64,1008.46,Building_B,16.0,-95
SENSOR_007,2025-12-02 18:02:37,25.47,41.38,1006.08,Warehouse_1,61.7,-42
SENSOR_006,2025-12-02 18:02:32,-4.26,23.93,1012.24,Building_B,78.5,-38
